Year,Month,Fieldwork,,Published,Polling,Publisher,Con,,Lab,,LD,,Green,,BXP/Reform,,Ukip,,Con lead,,,,,Leader:,Con good,Con bad,Con net,Lab good,Lab bad,Lab net,LD good,LD bad,LD net,BXP/Ref good,BXP/Ref bad,BXP/Ref net,Grn good,Grn bad,Grn net,Question,Con Best PM,Lab Best PM,LD Best PM,Green Best PM,BXP Best PM,Question,Govt good,Govt bad,Govt net,Question,Wisdom of crowds:,Con,Lab,LD
,Jun,4-5,4/6/20,7,Deltapoll,,41.0,-2.0,38.0,0.0,8.0,0.0,4.0,0.0,3.0,1.0,3.0,1.0,3.0,-2.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jun,4-5,4/6/20,7,Opinium,Ob,43.0,0.0,40.0,1.0,6.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,3.0,-1.0,Internet,,,,37.0,44.0,-7.0,45.0,17.0,28.0,15.0,18.0,-3.0,,,,,,,To what extent do you approve or disapprove of the way X is handling his job as Y,36.0,35.0,,,,"Which, if any, of the following people do you think would be the best prime minister?",,,,,,,,
,Jun,5-10,5/6/20,12,Ipsos,ES,43.0,-9.0,38.0,8.0,10.0,1.0,3.0,-1.0,0.0,0.0,0.0,0.0,5.0,-17.0,Phone,,,,48.0,49.0,-1.0,51.0,20.0,31.0,,,,,,,,,,Are you satisfied or dissatisfied with the way X is doing his/her job as…,43.0,38.0,,,,Who do you think would make the most capable PM?,40.0,51.0,-11.0,Are you satisfied or dissatisfied with the way the Govt is running the country?,,,,
,Jun,6-8,6/6/20,9,YouGov,,,,,,,,,,,,,,,,Internet,,,,43.0,50.0,-7.0,48.0,21.0,27.0,,,,,,,,,,Do you think X is doing well or badly as Y?,,,,,,,32.0,49.0,-17.0,Do you approve or disapprove of the Government's record to date?,,,,
,Jun,9-10,9/6/20,11,Survation,,42.0,1.0,36.0,-3.0,8.0,1.0,4.0,0.0,1.0,0.0,,,6.0,4.0,Internet,UK,,78.0,44.0,40.0,4.0,37.0,23.0,14.0,,,,,,,,,,To what extent do you think favourably or unfavourably towards…,43.0,33.0,,,,Which of the following party leaders do you think would make the best PM?,40.0,41.0,-1.0,To what extent do you think favourably or unfavourably towards the performance of the Government?,,,,
,Jun,10-11,10/6/20,,YouGov,,,,,,,,,,,,,,,,Internet,,,,43.0,50.0,-7.0,40.0,31.0,9.0,,,,,,,,,,Do you have a favourable or unfavourable opinion of…,,,,,,,,,,,,,,
,Jun,11,11/6/20,13,R+W,,41.0,-2.0,39.0,3.0,9.0,0.0,4.0,-1.0,,,,,2.0,-5.0,Internet,,,80.0,42.0,38.0,4.0,41.0,19.0,22.0,,,,,,,,,,To what extent do you approve or disapprove of X’s job performance in the last month?  ,,,,,,,,,,,,,,
,Jun,11-12,11/6/20,13,YouGov,TT,45.0,0.0,37.0,2.0,6.0,0.0,4.0,-1.0,2.0,0.0,,,8.0,-2.0,Internet,,,,,,,,,,,,,,,,,,,,33.0,33.0,,,,Which of the following do you think would make the best PM?,,,,,,,,
,Jun,11-12,11/6/20,14,Opinium,Ob,44.0,1.0,39.0,-1.0,6.0,0.0,2.0,-1.0,,,1.0,-1.0,5.0,2.0,Internet,,,,37.0,43.0,-6.0,45.0,21.0,24.0,15.0,23.0,-8.0,,,,,,,To what extent do you approve or disapprove of the way X is handling his job as Y,36.0,35.0,,,,"Which, if any, of the following people do you think would be the best prime minister?",,,,,,,,
,Jun,11-15,11/6/20,17,Kantar,,43.0,-8.0,35.0,3.0,8.0,1.0,4.0,2.0,2.0,0.0,1.0,1.0,8.0,-11.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jun,12-14,12/6/20,18,Savanta ComRes,DT,40.0,-6.0,36.0,3.0,9.0,2.0,3.0,-1.0,3.0,1.0,,,4.0,-9.0,Internet,UK,,,40.0,38.0,2.0,30.0,29.0,1.0,,,,,,,,,,To what extent do you feel favourably or unfavourably towards…,46.0,26.0,,,,Which of the following politicians do you think would make the best PM?,37.0,36.0,1.0,To what extent do you feel favourably or unfavourably towards…,,,,
,Jun,13-15,13/6/20,,YouGov,,,,,,,,,,,,,,,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,46.0,-12.0,Do you approve or disapprove of the Government's record to date?,,,,
,Jun,15-16,15/6/20,,YouGov,,,,,,,,,,,,,,,,Internet,,,,43.0,47.0,-4.0,42.0,30.0,12.0,,,,,,,,,,Do you have a favourable or unfavourable opinion of…,,,,,,,,,,,,,,
,Jun,18,18/6/20,19,R+W,,43.0,2.0,38.0,-1.0,8.0,-1.0,4.0,0.0,,,,,5.0,3.0,Internet,,,81.0,43.0,37.0,6.0,37.0,19.0,18.0,,,,,,,,,,To what extent do you approve or disapprove of X’s job performance in the last month?  ,43.0,31.0,,,,"At this moment, which of the following individuals do you think would be the better Prime Minister for the United Kingdom?",,,,,,,,
,Jun,18-19,18/6/20,20,Opinium,Ob,44.0,0.0,40.0,1.0,5.0,-1.0,3.0,1.0,,,1.0,0.0,4.0,-1.0,Internet,,,,39.0,44.0,-5.0,44.0,22.0,22.0,16.0,20.0,-4.0,,,,,,,To what extent do you approve or disapprove of the way X is handling his job as Y,35.0,34.0,,,,"Which, if any, of the following people do you think would be the best prime minister?",,,,,,,,
,Jun,20-22,20/6/20,,YouGov,,,,,,,,,,,,,,,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,48.0,-16.0,Do you approve or disapprove of the Government's record to date?,,,,
,Jun,24-25,24/6/20,26,Survation,,43.0,1.0,36.0,0.0,8.0,0.0,4.0,0.0,0.0,-1.0,,,7.0,1.0,Internet,UK,,79.0,44.0,39.0,5.0,35.0,25.0,10.0,,,,,,,,,,To what extent do you think favourably or unfavourably towards…,46.0,30.0,,,,Which of the following party leaders do you think would make the best PM?,43.0,37.0,6.0,To what extent do you think favourably or unfavourably towards the performance of the Government?,,,,
,Jun,25,25/6/20,27,R+W,,,,,,,,,,,,,,,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jun,25,26/6/20,26,R+W,,44.0,1.0,38.0,0.0,7.0,-1.0,4.0,0.0,,,,,6.0,1.0,Internet,,,,46.0,35.0,11.0,41.0,18.0,23.0,20.0,20.0,0.0,,,,20.0,14.0,6.0,"To what extent, if at all, do you approve or disapprove of X’s overall job performance since s/he became Y?",50.0,31.0,,,,"At this moment, which of the following individuals do you think would be the better Prime Minister for the United Kingdom?",,,,,,,,
,Jun,25-26,25/6/20,27,Opinium,Ob,43.0,-1.0,39.0,-1.0,6.0,1.0,4.0,1.0,,,,,4.0,0.0,Internet,,,,37.0,43.0,-6.0,46.0,19.0,27.0,14.0,20.0,-6.0,,,,,,,To what extent do you approve or disapprove of the way X is handling his job as Y,35.0,37.0,,,,"Which, if any, of the following people do you think would be the best prime minister?",,,,,,,,
,Jun,26-28,26/6/20,29,YouGov,TT,45.0,0.0,37.0,0.0,5.0,-1.0,4.0,0.0,2.0,0.0,,,8.0,0.0,Internet,,,,46.0,46.0,0.0,44.0,30.0,14.0,,,,,,,,,,Do you have a favourable or unfavourable opinion of…,35.0,34.0,,,,Which of the following do you think would make the best PM?,,,,,,,,
,Jun,27-29,27/6/20,,YouGov,,,,,,,,,,,,,,,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,45.0,-10.0,Do you approve or disapprove of the Government's record to date?,,,,
,Jun,29-30,29/6/20,,YouGov,,,,,,,,,,,,,,,,Internet,,,,41.0,50.0,-9.0,40.0,32.0,8.0,,,,,,,,,,Do you have a favourable or unfavourable opinion of…,,,,,,,,,,,,,,
,Jul,1,1/7/20,2,R+W,Election Maps UK,42.0,-2.0,38.0,0.0,8.0,1.0,5.0,1.0,,,,,4.0,-2.0,Internet,,,,44.0,37.0,7.0,39.0,21.0,18.0,16.0,19.0,-3.0,,,,19.0,14.0,5.0,"To what extent, if at all, do you approve or disapprove of X’s overall job performance since s/he became Y?",49.0,33.0,,,,"At this moment, which of the following individuals do you think would be the better Prime Minister for the United Kingdom?",,,,,,,,
,Jul,1-3,1/7/20,5,Opinium,Ob,41.0,-2.0,37.0,-2.0,8.0,2.0,4.0,0.0,0.0,,2.0,,4.0,0.0,Internet,,,,37.0,44.0,-7.0,43.0,22.0,21.0,14.0,20.0,-6.0,,,,,,,To what extent do you approve or disapprove of the way X is handling his job as Y,34.0,33.0,,,,"Which, if any, of the following people do you think would be the best prime minister?",,,,,,,,
,Jul,2-3,2/7/20,5,Deltapoll,Mos,41.0,0.0,36.0,-2.0,7.0,-1.0,5.0,1.0,4.0,1.0,3.0,0.0,5.0,2.0,Internet,,,,52.0,45.0,7.0,50.0,31.0,19.0,,,,,,,,,,"Do you think they are doing very well in their job, quite well, quite badly or very badly?",,,,,,,,,,,,,,
,Jul,3-6,3/7/20,7,Survation,,44.0,1.0,37.0,1.0,7.0,-1.0,4.0,0.0,0.0,0.0,,,7.0,1.0,Internet,UK,,81.0,43.0,47.0,-4.0,35.0,31.0,4.0,,,,,,,,,,To what extent do you think favourably or unfavourably towards…,41.0,37.0,,,,Which of the following party leaders do you think would make the best PM?,37.0,46.0,-9.0,To what extent do you think favourably or unfavourably towards the performance of the Government?,,,,
,Jul,4-6,4/7/20,,YouGov,,,,,,,,,,,,,,,,Internet,,,,44.0,50.0,-6.0,47.0,23.0,24.0,,,,,,,,,,Do you think X is doing well or badly as Y?,,,,,,,34.0,46.0,-12.0,Do you approve or disapprove of the Government's record to date?,,,,
,Jul,7-8,7/7/20,,YouGov,,,,,,,,,,,,,,,,Internet,,,,42.0,50.0,-8.0,42.0,33.0,9.0,,,,,,,,,,Do you have a favourable or unfavourable opinion of…,,,,,,,,,,,,,,
,Jul,8,8/7/20,9,R+W,,44.0,2.0,39.0,1.0,7.0,-1.0,4.0,-1.0,,,,,5.0,1.0,Internet,,,,43.0,38.0,5.0,41.0,19.0,22.0,19.0,22.0,-3.0,,,,20.0,18.0,2.0,"To what extent, if at all, do you approve or disapprove of X’s overall job performance since s/he became Y?",46.0,35.0,,,,"At this moment, which of the following individuals do you think would be the better Prime Minister for the United Kingdom?",,,,,,,,
,Jul,8-9,8/7/20,10,YouGov,TT,46.0,1.0,36.0,-1.0,6.0,1.0,3.0,-1.0,2.0,0.0,,,10.0,2.0,Internet,,,,41.0,50.0,-9.0,40.0,33.0,7.0,,,,,,,,,,Do you have a favourable or unfavourable opinion of…,,,,,,,,,,,,,,
,Jul,9-10,9/7/20,12,Opinium,Ob,42.0,1.0,38.0,1.0,6.0,-2.0,4.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,Internet,,,,38.0,42.0,-4.0,44.0,20.0,24.0,16.0,21.0,-5.0,,,,,,,To what extent do you approve or disapprove of the way X is handling his job as Y,36.0,33.0,,,,"Which, if any, of the following people do you think would be the best prime minister?",,,,,,,,
,Jul,9-10,9/7/20,11,Deltapoll,,44.0,3.0,38.0,2.0,7.0,0.0,3.0,-2.0,3.0,-1.0,1.0,-2.0,6.0,1.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jul,9-13,9/7/20,16,Kantar,,45.0,2.0,35.0,0.0,9.0,1.0,2.0,-2.0,2.0,0.0,1.0,0.0,10.0,2.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jul,10-12,10/7/20,13,Survation,,42.0,-2.0,36.0,-1.0,8.0,1.0,5.0,1.0,1.0,1.0,,,6.0,-1.0,Internet,UK,,78.0,44.0,41.0,3.0,36.0,29.0,7.0,,,,,,,,,,To what extent do you think favourably or unfavourably towards…,44.0,34.0,,,,Which of the following party leaders do you think would make the best PM?,42.0,40.0,2.0,To what extent do you think favourably or unfavourably towards the performance of the Government?,,,,
,Jul,10-13,10/7/20,17,Ipsos,,,,,,,,,,,,,,,,Internet,,,,41.0,42.0,-1.0,33.0,29.0,4.0,,,,,,,,,,To what extent if at all do you have favourable or unfavourable opinion of…,,,,,,,,,,,,,,
,Jul,11-13,11/7/20,,YouGov,,,,,,,,,,,,,,,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,44.0,-8.0,Do you approve or disapprove of the Government's record to date?,,,,
,Jul,15,15/7/20,16,R+W,,44.0,0.0,37.0,-2.0,8.0,1.0,4.0,0.0,,,,,7.0,2.0,Internet,,,,46.0,36.0,10.0,39.0,21.0,18.0,17.0,20.0,-3.0,,,,20.0,19.0,1.0,"To what extent, if at all, do you approve or disapprove of X’s overall job performance since s/he became Y?",48.0,33.0,,,,"At this moment, which of the following individuals do you think would be the better Prime Minister for the United Kingdom?",,,,,,,,
,Jul,15-17,15/7/20,19,Opinium,Ob,44.0,2.0,36.0,-2.0,6.0,0.0,4.0,0.0,,,1.0,-1.0,8.0,4.0,Internet,,,,39.0,43.0,-4.0,43.0,23.0,20.0,16.0,21.0,-5.0,,,,,,,To what extent do you approve or disapprove of the way X is handling his job as Y,36.0,34.0,,,,"Which, if any, of the following people do you think would be the best prime minister?",,,,,,,,
,Jul,17-18,17/7/20,,YouGov,,,,,,,,,,,,,,,,Internet,,,,40.0,51.0,-11.0,42.0,35.0,7.0,,,,,,,,,,Do you have a favourable or unfavourable opinion of…,,,,,,,,,,,,,,
,Jul,17-19,17/7/20,22,Savanta ComRes,,43.0,3.0,37.0,1.0,6.0,-3.0,2.0,-1.0,2.0,-1.0,,,6.0,2.0,Internet,UK,,,39.0,41.0,-2.0,34.0,27.0,7.0,,,,,,,,,,To what extent do you feel favourably or unfavourably towards…,40.0,31.0,,,,Which of the following politicians do you think would make the best PM?,34.0,38.0,-4.0,To what extent do you feel favourably or unfavourably towards…,,,,
,Jul,18-20,18/7/20,,YouGov,,,,,,,,,,,,,,,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,45.0,-13.0,Do you approve or disapprove of the Government's record to date?,,,,
,Jul,22,22/7/20,24,R+W,,44.0,0.0,36.0,-1.0,8.0,0.0,5.0,1.0,,,,,8.0,1.0,Internet,,,,43.0,38.0,5.0,37.0,23.0,14.0,15.0,22.0,-7.0,,,,17.0,20.0,-3.0,"To what extent, if at all, do you approve or disapprove of X’s overall job performance since s/he became Y?",45.0,33.0,,,,"At this moment, which of the following individuals do you think would be the better Prime Minister for the United Kingdom?",,,,,,,,
,Jul,22-23,22/7/20,24,YouGov,TT,44.0,-2.0,35.0,-1.0,7.0,1.0,4.0,1.0,3.0,1.0,,,9.0,-1.0,Internet,,,,,,,,,,,,,,,,,,,,34.0,33.0,,,,Which of the following do you think would make the best PM?,,,,,,,,
,Jul,23-24,23/7/20,26,Opinium,Ob,42.0,-2.0,38.0,2.0,6.0,0.0,4.0,0.0,0.0,,2.0,1.0,4.0,-4.0,Internet,,,,36.0,45.0,-9.0,44.0,22.0,22.0,15.0,23.0,-8.0,,,,,,,To what extent do you approve or disapprove of the way X is handling his job as Y,35.0,33.0,,,,"Which, if any, of the following people do you think would be the best prime minister?",,,,,,,,
,Jul,25-27,25/7/20,,YouGov,,,,,,,,,,,,,,,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,45.0,-10.0,Do you approve or disapprove of the Government's record to date?,,,,
,Jul,29,29/7/20,31,R+W,,43.0,-1.0,38.0,2.0,7.0,-1.0,4.0,-1.0,,,,,5.0,-3.0,Internet,,,,45.0,34.0,11.0,38.0,27.0,11.0,17.0,26.0,-9.0,,,,18.0,22.0,-4.0,"To what extent, if at all, do you approve or disapprove of X’s overall job performance since s/he became Y?",48.0,32.0,,,,"At this moment, which of the following individuals do you think would be the better Prime Minister for the United Kingdom?",,,,,,,,
,Jul,30-31,30/7/20,1,Opinium,Ob,41.0,-1.0,38.0,0.0,6.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,3.0,-1.0,Internet,,,,,,,,,,,,,,,,,,,,35.0,34.0,,,,"Which, if any, of the following people do you think would be the best prime minister?",,,,,,,,
,Jul,30-31,30/7/20,5,YouGov,TT,43.0,-1.0,35.0,0.0,6.0,-1.0,5.0,1.0,3.0,0.0,,,8.0,-1.0,Internet,,,,,,,,,,,,,,,,,,,,33.0,31.0,,,,Which of the following do you think would make the best PM?,,,,,,,,
,Jul,30-4,30/7/20,6,Ipsos,ES,45.0,2.0,37.0,-1.0,6.0,-4.0,5.0,2.0,1.0,1.0,0.0,0.0,8.0,3.0,Phone,,,,47.0,48.0,-1.0,48.0,26.0,22.0,,,,,,,,,,Are you satisfied or dissatisfied with the way X is doing his/her job as…,,,,,,,44.0,48.0,-4.0,Are you satisfied or dissatisfied with the way the Govt is running the country?,,,,
,Jul,31-3,31/7/20,4,Survation,,44.0,2.0,35.0,-1.0,8.0,0.0,5.0,0.0,0.0,-1.0,,,9.0,3.0,Internet,UK,,79.0,43.0,43.0,0.0,37.0,28.0,9.0,,,,,,,,,,To what extent do you think favourably or unfavourably towards…,42.0,35.0,,,,Which of the following party leaders do you think would make the best PM?,38.0,45.0,-7.0,To what extent do you think favourably or unfavourably towards the performance of the Government?,,,,
,Aug,1-3,3/8/20,,YouGov,,,,,,,,,,,,,,,,Internet,,,,44.0,50.0,-6.0,48.0,21.0,27.0,,,,,,,,,,Do you think X is doing well or badly as Y?,,,,,,,34.0,47.0,-13.0,Do you approve or disapprove of the Government's record to date?,,,,
,Aug,4-5,4/8/20,7,YouGov,TT,42.0,-1.0,36.0,1.0,8.0,2.0,5.0,0.0,2.0,-1.0,,,6.0,-2.0,Internet,,,,,,,,,,,,,,,,,,,,32.0,34.0,,,,Which of the following do you think would make the best PM?,,,,,,,,
,Aug,6-10,6/8/20,12,Kantar,,42.0,-3.0,35.0,0.0,8.0,-1.0,3.0,1.0,3.0,1.0,1.0,0.0,7.0,-3.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Aug,8-10,8/8/20,,YouGov,,,,,,,,,,,,,,,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,48.0,-18.0,Do you approve or disapprove of the Government's record to date?,,,,
,Aug,11-12,11/8/20,19,YouGov,TT,44.0,2.0,35.0,-1.0,5.0,-3.0,5.0,0.0,3.0,1.0,,,9.0,3.0,Internet,,,,,,,,,,,,,,,,,,,,32.0,32.0,,,,Which of the following do you think would make the best PM?,,,,,,,,
,Aug,12,12/8/20,14,R+W,,43.0,0.0,36.0,-2.0,9.0,2.0,4.0,0.0,,,,,7.0,2.0,Internet,,,,45.0,36.0,9.0,38.0,22.0,16.0,,,,,,,,,,"To what extent, if at all, do you approve or disapprove of X’s overall job performance since s/he became Y?",47.0,33.0,,,,"At this moment, which of the following individuals do you think would be the better Prime Minister for the United Kingdom?",,,,,,,,
,Aug,13-14,13/8/20,16,Opinium,Ob,42.0,1.0,39.0,1.0,5.0,-1.0,3.0,-1.0,0.0,0.0,3.0,1.0,3.0,0.0,Internet,,,,,,,,,,,,,,,,,,,,34.0,33.0,,,,"Which, if any, of the following people do you think would be the best prime minister?",,,,,,,,
,Aug,13-14,13/8/20,,YouGov,,,,,,,,,,,,,,,,Internet,,,,41.0,50.0,-9.0,39.0,33.0,6.0,,,,,,,,,,Do you have a favourable or unfavourable opinion of…,,,,,,,,,,,,,,
,Aug,14-16,14/8/20,19,Savanta ComRes,,42.0,-1.0,37.0,0.0,7.0,1.0,3.0,1.0,2.0,0.0,,,5.0,-1.0,Internet,UK,,,38.0,39.0,-1.0,32.0,30.0,2.0,,,,,,,,,,To what extent do you feel favourably or unfavourably towards…,43.0,30.0,,,,Which of the following politicians do you think would make the best PM?,33.0,40.0,-7.0,To what extent do you feel favourably or unfavourably towards…,,,,
,Aug,15-17,15/8/20,,YouGov,,,,,,,,,,,,,,,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,49.0,-20.0,Do you approve or disapprove of the Government's record to date?,,,,
,Aug,18-19,18/8/20,19,YouGov,TT,40.0,-4.0,38.0,3.0,6.0,1.0,6.0,1.0,4.0,1.0,,,2.0,-7.0,Internet,,,,,,,,,,,,,,,,,,,,31.0,35.0,,,,Which of the following do you think would make the best PM?,,,,,,,,
,Aug,19,19/8/20,20,R+W,,44.0,1.0,37.0,1.0,7.0,-2.0,5.0,1.0,,,,,7.0,0.0,Internet,,,,41.0,39.0,2.0,40.0,21.0,19.0,,,,,,,,,,"To what extent, if at all, do you approve or disapprove of X’s overall job performance since s/he became Y?",41.0,35.0,,,,"At this moment, which of the following individuals do you think would be the better Prime Minister for the United Kingdom?",,,,,,,,
,Aug,21,21/8/20,25,Survation,,41.0,-3.0,37.0,2.0,9.0,1.0,4.0,-1.0,1.0,1.0,,,4.0,-5.0,Internet,UK,,78.0,40.0,44.0,-4.0,34.0,25.0,9.0,,,,,,,,,,To what extent do you think favourably or unfavourably towards…,42.0,35.0,,,,Which of the following party leaders do you think would make the best PM?,36.0,46.0,-10.0,To what extent do you think favourably or unfavourably towards the performance of the Government?,,,,
,Aug,21-24,21/8/20,27,Ipsos,,,,,,,,,,,,,,,,Internet,,,,29.0,46.0,-17.0,30.0,28.0,2.0,,,,,,,,,,To what extent if at all do you have favourable or unfavourable opinion of…,,,,,,,,,,,,,,
,Aug,22-24,22/8/20,,YouGov,,,,,,,,,,,,,,,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,49.0,-19.0,Do you approve or disapprove of the Government's record to date?,,,,
,Aug,24,24/8/20,26,R+W,,42.0,-2.0,37.0,0.0,9.0,2.0,5.0,0.0,,,,,5.0,-2.0,Internet,,,,39.0,38.0,1.0,39.0,21.0,18.0,,,,,,,,,,"To what extent, if at all, do you approve or disapprove of X’s overall job performance since s/he became Y?",42.0,33.0,,,,"At this moment, which of the following individuals do you think would be the better Prime Minister for the United Kingdom?",,,,,,,,
,Aug,24-25,24/8/20,26,YouGov,TT,43.0,3.0,36.0,-2.0,6.0,0.0,4.0,-2.0,3.0,-1.0,,,7.0,5.0,Internet,,,,,,,,,,,,,,,,,,,,30.0,33.0,,,,Which of the following do you think would make the best PM?,,,,,,,,
,Aug,26-27,26/8/20,,YouGov,,,,,,,,,,,,,,,,Internet,,,,38.0,53.0,-15.0,41.0,33.0,8.0,,,,,,,,,,Do you have a favourable or unfavourable opinion of…,,,,,,,,,,,,,,
,Aug,26-28,26/8/20,30,Opinium,Ob,40.0,-2.0,40.0,1.0,6.0,1.0,3.0,0.0,0.0,0.0,2.0,-1.0,0.0,-3.0,Internet,,,,36.0,44.0,-8.0,38.0,24.0,14.0,15.0,24.0,-9.0,22.0,43.0,-21.0,,,,To what extent do you approve or disapprove of the way X is handling his job as Y,34.0,32.0,,,,"Which, if any, of the following people do you think would be the best prime minister?",,,,,,,,
,Aug,29-31,29/8/20,3,YouGov,,,,,,,,,,,,,,,,Internet,,,,39.0,54.0,-15.0,42.0,26.0,16.0,,,,,,,,,,Do you think X is doing well or badly as Y?,,,,,,,31.0,47.0,-16.0,Do you approve or disapprove of the Government's record to date?,,,,
,Sep,1-2,1/9/20,3,R+W,,43.0,1.0,37.0,0.0,8.0,-1.0,4.0,-1.0,,,,,6.0,1.0,Internet,,,,42.0,39.0,3.0,36.0,21.0,15.0,,,,,,,,,,"To what extent, if at all, do you approve or disapprove of X’s overall job performance since s/he became Y?",,,,,,,,,,,,,,
,Sep,2-4,2/9/20,8,Survation,,40.0,-1.0,38.0,1.0,8.0,-1.0,4.0,0.0,1.0,0.0,,,2.0,-2.0,Internet,UK,,78.0,38.0,46.0,-8.0,34.0,28.0,6.0,,,,,,,,,,To what extent do you think favourably or unfavourably towards…,41.0,36.0,,,,Which of the following party leaders do you think would make the best PM?,32.0,48.0,-16.0,To what extent do you think favourably or unfavourably towards the performance of the Government?,,,,
,Sep,3-4,3/9/20,4,YouGov,TT,43.0,0.0,37.0,1.0,6.0,0.0,4.0,0.0,3.0,0.0,,,6.0,-1.0,Internet,,,,40.0,51.0,-11.0,39.0,33.0,6.0,,,,,,,,,,Do you have a favourable or unfavourable opinion of…,31.0,34.0,,,,Which of the following do you think would make the best PM?,,,,,,,,
,Sep,4-8,4/9/20,15,NCP,Bloomberg,42.0,,38.0,,6.0,,5.0,,2.0,,,,4.0,,Internet,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sep,5-7,5/9/20,,YouGov,,,,,,,,,,,,,,,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,50.0,-20.0,Do you approve or disapprove of the Government's record to date?,,,,
,Sep,8-9,8/9/20,9,YouGov,TT,42.0,-1.0,37.0,0.0,6.0,0.0,4.0,0.0,3.0,0.0,,,5.0,-1.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sep,9-10,9/9/20,,YouGov,,,,,,,,,,,,,,,,Internet,,,,37.0,54.0,-17.0,36.0,36.0,0.0,8.0,26.0,-18.0,,,,,,,Do you have a favourable or unfavourable opinion of…,,,,,,,,,,,,,,
,Sep,9-11,9/9/20,13,Opinium,Ob,42.0,2.0,39.0,-1.0,6.0,0.0,4.0,1.0,0.0,0.0,1.0,-1.0,3.0,3.0,Internet,,,,38.0,44.0,-6.0,42.0,21.0,21.0,17.0,22.0,-5.0,23.0,43.0,-20.0,,,,To what extent do you approve or disapprove of the way X is handling his job as Y,33.0,32.0,,,,"Which, if any, of the following people do you think would be the best prime minister?",,,,,,,,
,Sep,11-18,11/9/20,22,Ipsos,ES,40.0,-5.0,37.0,0.0,8.0,2.0,5.0,0.0,0.0,-1.0,1.0,1.0,3.0,-5.0,Phone,,,,40.0,54.0,-14.0,43.0,27.0,16.0,17.0,25.0,-8.0,,,,,,,Are you satisfied or dissatisfied with the way X is doing his/her job as…,,,,,,,35.0,57.0,-22.0,Are you satisfied or dissatisfied with the way the Govt is running the country?,,,,
,Sep,12-14,12/9/20,,YouGov,,,,,,,,,,,,,,,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,51.0,-21.0,Do you approve or disapprove of the Government's record to date?,,,,
,Sep,15-16,15/9/20,17,R+W,,41.0,-2.0,39.0,2.0,8.0,0.0,5.0,1.0,,,,,2.0,-4.0,Internet,,,,39.0,42.0,-3.0,38.0,23.0,15.0,,,,,,,,,,"To what extent, if at all, do you approve or disapprove of X’s overall job performance since s/he became Y?",43.0,35.0,,,,"At this moment, which of the following individuals do you think would be the better Prime Minister for the United Kingdom?",,,,,,,,
,Sep,15-16,15/9/20,22,Survation,,40.0,0.0,38.0,0.0,7.0,-1.0,4.0,0.0,1.0,0.0,,,2.0,0.0,Internet,UK,,78.0,35.0,49.0,-14.0,36.0,26.0,10.0,,,,,,,,,,To what extent do you think favourably or unfavourably towards…,39.0,39.0,,,,Which of the following party leaders do you think would make the best PM?,31.0,51.0,-20.0,To what extent do you think favourably or unfavourably towards the performance of the Government?,,,,
,Sep,16-17,16/9/20,19,YouGov,TT,40.0,-2.0,40.0,3.0,6.0,0.0,5.0,1.0,3.0,0.0,,,0.0,-5.0,Internet,,,,,,,,,,,,,,,,,,,,30.0,35.0,,,,Which of the following do you think would make the best PM?,,,,,,,,
,Sep,17-21,17/9/20,23,Kantar,,40.0,-2.0,38.0,3.0,9.0,1.0,4.0,1.0,3.0,0.0,2.0,1.0,2.0,-5.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sep,18-20,18/9/20,22,Savanta ComRes,,40.0,-2.0,37.0,0.0,8.0,1.0,3.0,0.0,3.0,1.0,,,3.0,-2.0,Internet,UK,,,37.0,45.0,-8.0,34.0,31.0,3.0,,,,,,,,,,To what extent do you feel favourably or unfavourably towards…,41.0,35.0,,,,Which of the following politicians do you think would make the best PM?,33.0,45.0,-12.0,To what extent do you feel favourably or unfavourably towards…,,,,
